,text,intent
5886,"I no longer need AUD, I need GBP instead, how can I make this happen?",2
5887,"I am trying to exchange AUD for GBP, how do I do that?",2
5888,How do I exchange USD to GBP?,2
5889,Is there a way to make my money usable in another country?,2
5890,How do I exchange AUD for GBP?,2
5891,Can I use this app to exchange currencies?,2
5892,How can I exchange currencies using your app?,2
5893,How do I go about exchanging currencies with this app?,2
5894,Can I exchange from USD to GBP?,2
5895,Does your app allow currency exchange from USD to GBP?,2
5896,What currences are available for exchange?,2
5897,Is this app capable of exchanging currencies?,2
5898,Is it possible to change from USD to GBP with your App?,2
5899,"If I need to make an exchange from USD to GBP, how can I do so in the app?",2
5900,Can I use this app to exchange between dollars and pounds?,2
5901,Will this app allow me to exchange currencies?,2
5902,Is it possible to exchange USD and GBP on the app?,2
5903,"I may need to exchange my USD for GBP, can your app do that?",2
5904,How do I exchange currencies with this,2
5905,I need Australian dollars instead of UK currency.,2
5906,I'm having difficulties changing AUD for GBP. How do I do this?,2
5907,Can I exchange currencies with the app?,2
5908,Will you tell me how to exchange USD for GBP in the app?,2
5909,How do you exchange currencies,2
5910,How can I exchange currencies with this app?,2
5911,How can I exchange GBP for AUD?,2
5912,Can I exchange currency for different types?,2
5913,Does this app exchange currencies?,2
5914,Is it possible to exchange currencies on the app?,2
5915,What's the process of changing from GBP to AUD?,2
5916,How do I switch to a different currency?,2
5917,What's the procedure with currency exchange?,2
5918,How to I switch my money for the money used in another country?,2
5919,Will it be possible to change from USD to GBP with this App?,2
5920,I would like to change currency,2
5921,How do I make a currency exchange?,2
5922,"I can't figure out how to change GBP to AUD, what do I do?",2
5923,"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",2
5924,How can I exchange USD and GBP in the app?,2
5925,How can I exchange currencies in the app?,2
5926,I need to exchange a currency - can I do that here?,2
5927,How can I change the currency I'm exchanging from AUD to GBP?,2
5928,What do I need to do to exchange my money?,2
5929,"I would like to exchange currencies, how do I go upon it?",2
5930,What different currencies can I get?,2
5931,I would like to exchange currency  What types are there?,2
5932,how to exchange currencies,2
5933,Can I use your app to exchange USD for GBP?,2
5934,Can this convert money?,2
5935,Can you  tell me how to get AUD not GBP?,2
5936,How can I trade currencies with this app?,2
5937,Can I exchange currencies usign this app?,2
5938,Can this app be used to exchange currencies?,2
5939,need to exchange currencies,2
5940,How do I change to AUD from GBP?,2
5941,How do I start an exchange between GBP and AUD?,2
5942,Whats types of currency can I exchange?,2
5943,how can i exchange currencies,2
5944,Can I exchange USD and GBP from the app?,2
5945,What steps do I need to take to exchange currencies?,2
5946,What other currencies are available to change to?,2
5947,what currencies can i exchange between on your app?,2
5948,Can this app exchange American and English currency?,2
5949,My plans may change so I may need to change from GBP to AUD.,2
5950,Does the app allow for exchanges between currencies?,2
5951,"I may no longer need GBP, but instead I will need AUD, how can I go about making this change?",2
5952,Can I use this app to change money?,2
5953,Has there been any activity on my card today?,2
5954,I lost my wallet and all my cards were in it.,2
5955,I'm panicking!  I lost my card!  Help!,2
5956,I need to report a stolen card,2
5957,How do I replace a stolen card?,2
5958,Can you provide information for freezing my card immediately?,2
5959,What's the phone number to freeze a card?,2
5960,I can't find my card! Can you help?,2
5961,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",2
5962,Help! I lost my card!,2
5963,My card is missing.  Please help.,2
5964,I think that my card has been stolen!,2
5965,My card was stolen,2
5966,A fee shouldn't apply to me if my card was stolen.,2
5967,"My card has been stolen. I reported it with the police, but I need to report it with you as well.",2
5968,Can you tell me the status of my new card?,2
5969,My card has been stolen what do I do?,2
5970,"I can't find my card, it is lost.",2
5971,My card is lost!  Please help me!,2
5972,I believe that my card has been stolen!,2
5973,What should I do if I think my card was stolen?,2
5974,Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,2
5975,"I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this?",2
5976,My bag got stolen with all my cards. Can you please cancel my card and send a new one?,2
5977,I think my card is stolen!,2
5978,"Help!  I fear that my card was stolen,",2
5979,Someone stole my card!,2
5980,Are you able to guide me to my card's location?,2
5981,How can I report that my card was stolen? I made a police report first.,2
5982,My card is missing!  Help!,2
5983,"My wallet was stolen, along with my cards. How do I put a freeze on my cards and order a new one?",2
5984,Could you please freeze my card immediately?,2
5985,"i need help, i lost my card",2
5986,What can I do if I lost my card?,2
5987,I think that the card is stolen.  What are my next steps?,2
5988,What do I do if my card is stolen?,2
5989,My card is stolen.  Help!,2
5990,I lost track of my card,2
5991,Report stolen card,2
5992,Help!  My card is stolen.,2
5993,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",2
5994,I have lost my card! What is my next step?,2
5995,My card has been lost! help!,2
5996,What do I do if my card has been lost or stolen?,2
5997,Help Me!  I lost my card.  What should I do?,2
5998,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,2
5999,Who can I speak with regarding a lost card?,2
6000,My card has gone missing.,2
6001,oh my god I lost my card! what should I do?,2
6002,I can't find my card!  What should I do?,2
6003,What is the first step that I should take after my card has been stolen?,2
6004,I seem to have lost my card.,2
6005,My card was stolen. What do I need to do?,2
6006,Someone took my card without permission,2
6007,I lost my card n need a new one.,2
6008,My card has been lost / stolen,2
6009,I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card?,2
6010,Please help me.  My card is missing.,2
6011,"I lost my card, what do I do now?",2
6012,I need to order a new card as my other one was stolen.,2
6013,I think someone stole my card because I can't find it.,2
6014,What are the steps I need to do if I have a stolen card?,2
6015,I cant find my card.,2
6016,I think my card is lost.  What do I do?,2
6017,What should I do if my card is stolen?,2
6018,How do I deactivate a stolen card?,2
6019,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",2
6020,Someone took my card without my permission.,2
6021,Need help with a stolen card.,2
6022,"help, lost my card",2
6023,What do I do if my card was stolen.,2
6024,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,2
6025,My card is missing.,2
6026,How do I report my card as lost or stolen?,2
6027,Is there any way for you to find my card?,2
6028,I've lost my card. What can I do about that?,2
6029,I left my card at a restaurant and now its missing.,2
6030,Can you help me retrieve my card?,2
6031,I lost my card. Can you help me?,2
6032,What should I do?  My card has been stolen!,2
6033,My card was stolen last night.,2
6034,Could you assist me in finding my lost card?,2
6035,I want to open an account for my children,2
6036,How old do you need to be to use the banks services?,2
6037,Whats the minimum age to have an account,2
6038,Can my children open an account?,2
6039,How old do I need to be?,2
6040,What are age requirements for opening an account?,2
6041,Is there any age limit?,2
6042,We want to start a college fund for my daughter.,2
6043,Hold old do my kids have to be to use the service?,2
6044,Can I start an account for my kids?,2
6045,How old does my daughter have to be to open an account?,2
6046,What is minimum age for an account?,2
6047,What is needed for my daughter to open an account?,2
6048,What about my children?,2
6049,What is the process for setting up and account for my child?,2
6050,Is there an age limit to open an account,2
6051,How old do my kids have to be use this?,2
6052,Can I make an account for my kids?,2
6053,I'd like to open an account for my kids can I do that?,2
6054,Would it be possible to open up an account for children?,2
6055,Do you have any age limit?,2
6056,If I want my son to have his own account is that possible?,2
6057,Could I open an account for children?,2
6058,What does my daughter need to open an account?,2
6059,Can my children get an account?,2
6060,What is the age limit for an account?,2
6061,What age do you have to be?,2
6062,What is the appropriate age for my child to be able to open an account?,2
6063,How do I open an account for my children?,2
6064,What are the requirements to open an account for a minor?,2
6065,are there age requirements,2
6066,Is there an age limit for opening an account?,2
6067,Can my 8 year old grandson open an account at the bank?,2
6068,What is the minimum age required to open an account with your service?,2
6069,"If I want to get an account for my daughter, can I do that?",2
6070,How old do you have to be to open an account?,2
6071,I have young kids. Can they use this service?,2
6072,Do you have an age limit?,2
6073,How old do you have to be?,2
6074,Could my daughter open an account?,2
6075,Can I open an account for my children?,2
6076,What would the age limit be?,2
6077,What are the age requirements for service?,2
6078,I am 16 and just started working at McDonalds can I deposit my checks at your bank?,2
6079,Is there a possibility to open an account for my sons and daughters?,2
6080,Is there an age limit to get an account?,2
6081,what is the age limit for opening a new account,2
6082,Is my daughter eligible to open an account?,2
6083,How do I set up an account for my children?,2
6084,May I get an account for my daughter?,2
6085,What is the minimum age limit?,2
6086,How old must I be to open an account?,2
6087,What is the age limit?,2
6088,Can my children have an account?,2
6089,Is there any way I could open an account for my daughter?,2
6090,Can I get an account for my daughter?,2
6091,How old do you need to be to open an account?,2
6092,Do you offer account services for children and teens?,2
6093,From which age can my kids use your service?,2
6094,What is the youngest age for an account?,2
6095,I have kids and I'm curious at what age could they start to use your service.,2
6096,At what age can I open an account?,2
6097,I'd like to open an account for my children. How can I do that?,2
6098,Can I open up an account for my child?,2
6099,Is there a limit for age?,2
6100,How can I open an account for my children?,2
6101,Do you have a children account available?,2
6102,At what age can my children use your service?,2
6103,I want to open an account for my child.,2
6104,At what age can a person open an account?,2
6105,How old do kids have to be to open an account?,2
6106,What is your age limit?,2
6107,How old do my kids need to be to use your service?,2
6108,I would like to get an account for my child.,2
6109,Would I be able to open an account for my daughter?,2
6110,Can my teenager have an account?,2
6111,What age do you have to be to open an account?,2
6112,How old do my kids need to be to open an account?,2
6113,As my kids get older are they able to get set up with their own accounts?,2
6114,Is there an age limit to when my child can use these services?,2
6115,How many years old do I have to be?,2
6116,Do you have a limit for someone's age?,2
6117,Do you have any accounts for children ?,2
6118,Can my daughter make an account?,2
6119,"I need to set up an account for my daughter, how would I do that?",2
6120,How old can one use your service?,2
6121,Do you have to be 18 to make an account?,2
6122,Would I be able to get an account for my child?,2
6123,Can I get an account for my son?,2
6124,DO I have to be 18 to open an account?,2
6125,Am I allowed to get an account for my daughter?,2
6126,My daughter needs to open account.,2
6127,Can I open an account for my offspring?,2
6128,Do you offer account's for minors?,2
6129,What are the age limits for your service?,2
6130,How old do you need to be to have an account?,2
6131,How old does my daughter need to be to have her own account?,2
6132,"My son has just turned 13, is he old enough for an account?",2
6133,Do you guys have any age restrictions?,2
6134,Is there a minimum age for having an account?,2
6135,How old does one need to be?,2
6136,My daughter needs an acount.,2
6137,What is the age requirement?,2
6138,Is there a certain age I need to be?,2
6139,Is my child too young to sign up?,2
6140,Am I able to open an account for my children?,2
6141,Can I make an account for my daughter?,2
6142,What's the youngest I can be to open an account?,2
6143,Do you have an age requirement when opening an account with your service?,2
6144,Is it possible for me to set up separate accounts for my kids?,2
6145,I have exceeded the number of PIN attempts,2
6146,I mistook my pin and now I am locked.  Can you unlock me?,2
6147,Please help me unblock my pin which I put the wrong one too many times.,2
6148,Help me unblock my account.  I entered the PIN wrong too many times.,2
6149,"I locked myself out of my account, how do I unblock my PIN?",2
6150,My PIN tries have run out. Now what?,2
6151,Can I reset my PIN if it is blocked?,2
6152,"After inputting the wrong pin too many times, can you now help me unblock my pin?",2
6153,Where do I find PIN for my card?,2
6154,Can someone help me unblock my pin?,2
6155,I attempted to enter my pin to many times.,2
6156,I forgot my PIN and now it is blocked.,2
6157,Can someone assist me with explaining how I can unblock my pin?,2
6158,"My pin needs unblocking, unblock it please?",2
6159,What do I have to do to get my PIN unblocked?,2
6160,I tried my PIN too many times and now my card won't work!,2
6161,I entered a wrong PIN too many times. How can I fix this?,2
6162,How can I unblock my PIN?,2
6163,When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,2
6164,I cannot try my PIN anymore.,2
6165,What's the web address to unblock my pin?,2
6166,How do I make my PIN work again?,2
6167,What steps do I take to unblock my PIN?,2
6168,My PIN was entered wrong and now I am blocked.  Please unblock.,2
6169,Can I use app to unblock my card?,2
6170,I tried the wrong PIN too many times.,2
6171,Help me unblock my PIN.,2
6172,Can I unblock my PIN in the app?,2
6173,How can I get my PIN unblocked?,2
6174,I forgot my PIN number.,2
6175,I tried entering my pin several times incorrectly. Why isn't my pin working?,2
6176,I need my PIN unlocked.,2
6177,I can't input my pin again.,2
6178,How do I take a block off my card?,2
6179,Will you help me unblock my pin after putting in the wrong pin too many times?,2
6180,What do I do if I forgot my PIN?,2
6181,What is the process for unlocking the pin?,2
6182,How do I go about unlocking a pin?,2
6183,"I enetered the wrong information, I need my account unblocked How do I do that?",2
6184,"My PIN is locked, how do I unlock it?",2
6185,I entered in the wrong PIN.  Please help me unlock my account.,2
6186,"If my PIN number is rejected, how do I solve it?",2
6187,Why was my PIN blocked?,2
6188,"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",2
6189,Where can I go to get my PIN unblocked?,2
6190,What is the procedure of unblocking my PIN?,2
6191,I accidentally exceeded my PIN tries.  Please advise.,2
6192,"I logged in wrong and am blocked, how do I log in?",2
6193,"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",2
6194,Can you unblock my blocked pin?,2
6195,How can I reset my darned PIN number?,2
6196,"My PIN is unlocked, what do I do?",2
6197,My account is locked because I used the wrong pin too many times.  Please help.p,2
6198,"My PIN can't access my card, can you help?.",2
6199,"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",2
6200,"
How do I unblock my PIN?",2
6201,What happens if I forget my PIN?,2
6202,I put the wrong pin too many times and now it is blocked. Can you help me unblock it?,2
6203,I managed to drunken block my card :(( Help!,2
6204,Why is my PIN blocked?,2
6205,I used my pin too many times.,2
6206,My PIN has been blocked.,2
6207,"My card got blocked, how do I reset?",2
6208,"My PIN number was incorrect, and I can't access it.",2
6209,Is there a way to reset my PIN?,2
6210,What do I do if I have exceeded all my PIN tries?,2
6211,How do I get unblocked?,2
6212,"I blocked my card by mistake, how do I unblock it?",2
6213,What should I do if I exceed my PIN tries?,2
6214,How come I got blocked for entering wrong pins?,2
6215,What should I do if I have used all of my PIN tries?,2
6216,My PIN isn't working.,2
6217,I forgot what my pin number is and now am blocked can you help me get in?,2
6218,Where am I able to get my PIN unblocked?,2
6219,I forgot my pin and am blocked now. Can I reset it somewhere?,2
6220,I must have entered my PIN wrong.,2
6221,I am locked out from entering my pin.,2
6222,What do I do to unblock my PIN?,2
6223,I entered my pin wrong  too many times.,2
6224,"I have used all my PIN tries, what now?",2
6225,Where do I go to unblock my PIN?,2
6226,What if I type in the wrong PIN too many times?,2
6227,What do I do if my PIN was blocked?,2
6228,Can I unblock my pin using the app?,2
6229,How many times can I enter a wrong PIN before it is blocked?,2
6230,My PIN was blocked.,2
6231,I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,2
6232,I have exceeded all my PIN tries,2
6233,How to unblock my PIN?,2
6234,How many incorrect attempts cause card to be blocked?,2
6235,Guide me on how to unblock my PIN,2
6236,"Would you please unblock my pin? I don't know why, but it's blocked.",2
6237,I have used all of my PIN tries. What should I do now?,2
6238,Is there a number to call to get my pin unblocked?,2
6239,"My PIN seems to be blocked, help me access it?",2
6240,How do I unblock my card?,2
6241,I may have entered the PIN wrong and the account is blocked.  What do I have to do to get it unblocked.,2
6242,I cannot use my PIN.,2
6243,"My PIN got blocked, help.",2
6244,Where do I unblock my PIN?,2
6245,"I am blocked now because I entered the wrong pin, need help.",2
6246,"My PIN has been blocked, what should I do?",2
6247,Too many times I entered the incorrect PIN.  How can I get my account unblocked?,2
6248,My account is blocked because I entered the wrong pin too many times.  Help me unblock.,2
6249,I entered the wrong pin too many times and now I think it's blocked. What do I do?,2
6250,"I was blocked by using the wrong pin too many times, can you help me?",2
6251,"My PIN is not working, can you help?",2
6252,How do I unlock my account after typing in the wrong PIN too many times?,2
6253,I entered the pin incorrectly too many times and now it is blocked. Can you help?,2
6254,Can you unblock my pin because I put the wrong one too many times.,2
6255,I need a new PIN number.,2
6256,Can you unblock my account?  I entered the PIN wrong.,2
6257,I tried my PIN too many times,2
6258,I punched in the wrong pin too many times and I'm locked out.,2
6259,I can't figure out how to unblock my pin number. Can you help me?,2
6260,Should i uninstall the app before i try it again?,2
6261,How come when I tried to pay contactless at the bus it didnt work?,2
6262,Why is my contactless not working?,2
6263,My contactless payments don't work.,2
6264,how many days processing new card?,2
6265,I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,2
6266,Would reinstalling the app solve the problem?,2
6267,I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,2
6268,What do I have to do to get the contactless to work?,2
6269,The terminal I paid at wouldn't take my card. Is something wrong?,2
6270,Why wasn't my contactless accepted at the metro?,2
6271,Can I make a contactless payments?,2
6272,I can't get a contactless payment to work.,2
6273,Contactless payments need to be enabled for my card.,2
6274,Help me to set up contactless payments.,2
6275,My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,2
6276,I'm confused ass to why my contactless is not working.,2
6277,I need help fixing my contactless. It's not working anywhere I go today.,2
6278,The contactless payments are not working.,2
6279,how to get new card?,2
6280,How do I troubleshoot my contactless?,2
6281,How can I fix my contactless?,2
6282,Any charges applicable for new card?,2
6283,I have a contactless that's broken.,2
6284,My contactless is non-functional.,2
6285,How can i get new card?,2
6286,My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,2
6287,How do I troubleshoot when contactless doesn't work?,2
6288,How can I fix my card if the contactless function didn't work this morning?,2
6289,"I was trying to use contactless earlier, but it didn't work.",2
6290,Why wouldn't my contactless work for the metro?,2
6291,Are my contactless settings correct? I tried to use it today but it wasn't working.,2
6292,I am having problems with my contactless.,2
6293,"I am having issues using contactless payments, could my card be damaged?",2
6294,"What is the reason when I tried to pay contactless at the bus, it didnt work?",2
6295,Is there a top up fee for transfer?,2
6296,Will there be a charge for topping up by account with a SEPA transfer?,2
6297,What are the charges for receiving a SEPA transfer?,2
6298,Is there a charge for SEPA transfers?,2
6299,Will I be charged a fee for a SEPA transfer?,2
6300,What is the fee to top-up my account,2
6301,Will you guys charge me for topping up by transfer?,2
6302,Can you tell me the cost of a transfer?,2
6303,Do you receive SWIFT transfers?,2
6304,What is the charge for receiving a SEPA transfer?,2
6305,Will I receive all the money sent to my account by SEPA transfer?,2
6306,Am I going to see a charge for a SEPA transfer?,2
6307,Can I do a SWIFT transfer?,2
6308,What would I be charged in receiving a SEPA transfer?,2
6309,How much is it to receive money?,2
6310,Is there a charge for using transfers for top ups?,2
6311,"If someone sends me money, will I be charged?",2
6312,Do you accept SWIFT transfers?,2
6313,Am I charged for receiving money?,2
6314,Will I be charged for topping up by transfer?,2
6315,Will I be charged any fee for receiving money?,2
6316,Are there fees for receiving a SEPA transfer?,2
6317,Is there a fee to top up by bank transfers?,2
6318,Do you offer SWIFT transfers?,2
6319,Will I be charged for a top off transfer?,2
6320,Will I be charged for receiving money?,2
6321,To receive money are there charges?,2
6322,Will there be a charge when money is added to my account?,2
6323,What are the fees associated with top up via transfer?,2
6324,Can I use SWIFT transfers?,2
6325,How much does a transfer cost?,2
6326,Is there a fee for a SEPA transfer,2
6327,why do you charge for transfers?,2
6328,Is there a fee to make a transfer?,2
6329,What is the charge to make a transfer,2
6330,"If I were to transfer, what would the cost be?",2
6331,Does it cost anything to transfer money for a top-up?,2
6332,Will I be fined for topping up by transfer?,2
6333,what is the price of a transfer?,2
6334,If I top-up by using a trasfer are there charges that applied?,2
6335,Do I get charged if I get money?,2
6336,Would I be able to use SWIFT transfers?,2
6337,Are there any charges for receiving money?,2
6338,how much will I be charged for making a transfer?,2
6339,For topping-up is there a charge?,2
6340,Can I transfer money using the SWIFT service?,2
6341,Is there a charge for transfers?,2
6342,is there a fee for swift transfer,2
6343,How much does it cost to top up by transfer?,2
6344,What are the fees for using transfer to top off my account?,2
6345,Do you charge anything for topping up?,2
6346,Are SWIFT Transfers available at this bank?,2
6347,"If I were to do a transfer, what is the rate for that?",2
6348,How much do I need to pay for a transfer?,2
6349,Is there a charge for getting my money?,2
6350,Does this program take SWIFT transfers?,2
6351,What does it cost to receive a SEPA transfer?,2
6352,How much will it be in order to pay with a bank transfer using SEPA?,2
6353,Will there be a fee if I receive a SEPA transfer,2
6354,Am I charged if I make a top-up?,2
6355,do you have a fee for receiving a SEPA transfer?,2
6356,What does a transfer cost?,2
6357,Am I able to do a SWIFT transfer with you?,2
6358,Is a SWIFT transfer acceptable?,2
6359,Will I be charged for adding money by transfer?,2
6360,How much will it cost me for a SEPA transfer?,2
6361,How much would it cost me if I transfer?,2
6362,What should I expect to be charged on a SEPA transfer?,2
6363,What is the cost of a transfer?,2
6364,"I want to top up my account by a bank transfer, but will I be charged?",2
6365,Am I able to do a SWIFT transfer?,2
6366,Are you aware of any charges for receiving money?,2
6367,Are SWIFT transfers supported?,2
6368,Is there a charge for receiving money?,2
6369,Can I transfer using SWIFT?,2
6370,Am I going to be charged for receiving  money?,2
6371,What are the additional charges for a SWIFT transfer?,2
6372,Does it cost me anything to top up my account via bank transfer?,2
6373,How much does it cost to make transfers?,2
6374,How much would it cost me for a bank transfer to top up my account?,2
6375,Do you take SWIFT transfers?,2
6376,Is there a fee for topping off by transfer?,2
6377,Will I be charged for receiving the money?,2
6378,"For SEPA transfers, what kind of charge will be applied?",2
6379,Are there topping up fees if I have to transfer?,2
6380,Am I going to be charged for topping up by transfer?,2
6381,What is the handling fee for transfer?,2
6382,Does it cost me to add cash?,2
6383,Do I get charged if I am receiving money?,2
6384,Are you going to charge me to collect the money?,2
6385,Can I Transfer from SWIFT?,2
6386,what is the fee for a transfer into my account,2
6387,Do I pay a fee for SEPA transfers?,2
6388,Is there a cost to receive money?,2
6389,"I'd like to make a SEPA transfer to my account, but will I be charged?",2
6390,Can third party fees affect a transfer?,2
6391,Do you charge for transfers?,2
6392,Will I be charged for topping up my account using a bank transfer?,2
6393,How much would I be charged for a transfer?,2
6394,Is there a top up fee?,2
6395,are SWIFT transfers an option?,2
6396,How much does it cost to do a transfer?,2
6397,"If I top up by transfer, am I going to be charged?",2
6398,What are the charges for recieving SEPA transfers?,2
6399,Are there any fees associated with receiving money?,2
6400,How much does each transfer cost?,2
6401,Is there any fees associated with receiving money with this account?,2
6402,Will I be charged to top off my account?,2
6403,What kind of fee is there to top-up my account?,2
6404,Do you process SWIFT transfers?,2
6405,I want to do a swift transfer,2
6406,How long does a top-up take to go through?,2
6407,I am under the impression that my top up is still pending,2
6408,How long will it take for my money to be deposited?,2
6409,i put money on my card and i dont see it on the balance,2
6410,I have a top-up that's still pending and wanted to know about it.,2
6411,"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",2
6412,Why is my top up not completing?,2
6413,What if my top up doesn't go through?,2
6414,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",2
6415,Says that my top-up is incomplete?,2
6416,It appears my top-up is still pending.,2
6417,My top up did not go through yet.,2
6418,Seems like my top-up has not gone through,2
6419,How long will my top-up stay pending?,2
6420,I think my top up is still pending?,2
6421,"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",2
6422,why isn't my top-up going through?,2
6423,I topped up but it isn't in my account,2
6424,When will my top-up happen?,2
6425,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",2
6426,What is the reason my top-up is still pending?,2
6427,how long does it take to reflect in my balance a top up,2
6428,My top-up is taking a while to process!,2
6429,My top up is incomplete.,2
6430,My top-up funds aren't available yet.,2
6431,Why hasn't my top-up finished pending yet?,2
6432,Where are my funds? I topped off my car but it didn't seem to complete.,2
6433,"I tried to top up, but the funds show up as pending. I thought it was instant?",2
6434,"I tried to top up, but it didn't finish.",2
6435,Should my top-up be completed by now?,2
6436,My top up did not complete.,2
6437,Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,2
6438,"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",2
6439,When will my top up be approved?,2
6440,My top-up didn't go through; it still says pending. What's up with that?,2
6441,I can't find the money I just added to my account.,2
6442,What does it mean if my top-up has not gone through?,2
6443,"My top up hasn't gone through yet, why?",2
6444,I've been waiting for a top up to come through for over an hour and I need the funds now.,2
6445,"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",2
6446,I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,2
6447,My account is  new  why can I  not top up,2
6448,"Help, I don't see my money i just added.",2
6449,What happened to my Top-Up? It's not reflected.,2
6450,"I'm waiting on a top-up, its still pending",2
6451,I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,2
6452,"Needed gas, been delayed for half an hour.Please fix it!",2
6453,Yesterday I topped up my card. Why didn't it complete as it still pending?,2
6454,Tell my why my top-up is pending.,2
6455,How long should I wait for top up go go through ?,2
6456,Top-up is loaded into the card and no update.,2
6457,My top-up seems to be pending for a long time?,2
6458,"I already paid to top-up but the funds aren't available yet, where are they?",2
6459,What do I do if my top-up has not gone through?,2
6460,My top-up hasn't gone through,2
6461,Is my top up not working?,2
6462,My top up is pending still,2
6463,Why has my top up not gone through yet?,2
6464,"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",2
6465,My top up says it is still pending,2
6466,I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,2
6467,How long does it take for my top up to clear?,2
6468,how long should i expect to wait when i add money,2
6469,I'm still waiting for the top-up!,2
6470,Is there a problem with the top up system? My transaction hasn't gone through properly,2
6471,How long will my top-up be pending?,2
6472,I believe my top up is still pending,2
6473,Why hasn't my top up gone through?,2
6474,Why is  my  top  up for  my  new account  not  instant,2
6475,My money hasn't been deposited yet. When will it be?,2
6476,I'm still waiting for my top-up to go through,2
6477,How long after a failed topup will funds refurn to account,2
6478,My top is still pending.,2
6479,My top-up hasn't happened yet.,2
6480,Has my top up gone through?,2
6481,How long does it take for a top-up?,2
6482,I used my card to top up but it's saying it is still pending. What does this mean?,2
6483,When will my top-up go through?,2
6484,How long does it take for a top up to go through,2
6485,i have a pending top-up,2
6486,Why is the top-up I made still pending.,2
6487,My top-up is still pending,2
6488,My top up is still pending,2
6489,My top-up is taking a very long time to complete.,2
6490,I do not think the pop up went through yet.,2
6491,how long are my top ups pending,2
6492,Did I do something incorrectly? Where is my top-up?,2
6493,Why hasn't my top-up gone through?,2
6494,Should my top up still be pending?,2
6495,top up is still pending,2
6496,I have been waiting for my top-up to complete and it still hasn't gone through.,2
6497,Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,2
6498,Please explain why my top-up hasn't been processed yet?,2
6499,Why can't I see my funds after I topped up?,2
6500,My top up hasn't gone through,2
6501,I'm pretty sure my top up is still pending.,2
6502,When will my top-up be completed?,2
6503,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",2
6504,"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",2
6505,How long do top-ups take to go through,2
6506,I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,2
6507,"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",2
6508,There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!,2
6509,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,2
6510,My top-up appears to be pending.,2
6511,Is there a reason that my top-up is still pending?,2
6512,why is top up pending,2
6513,"I topped-up my account, but I don't think it went through.",2
6514,The top-up is broken.,2
6515,"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",2
6516,Why is my top-up pending?,2
6517,"How come my top-up didn't go through instantly, like it usually does?",2
6518,It's been some time since refilled the top-up.,2
6519,I added money to the card but the transaction didn't go through,2
6520,How long do I need to wait til my top up isn't pending?,2
6521,top up not completed,2
